PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
1376,BULK EXPLOSIVES,12/15/1978,,Bulk Explosives,"Liquid Propellant Fuels and Oxidizers; Solid Propellants encased in consumable containers, for insertion into missile propulsion systems as integral parts; Guided Missile Explosive Devices; Blasting and Demolition Materials; Safety-in-Flight Explosive Items and Devices such as Impulse Cartridges, Delay Cartridges, Aircraft Ejection Seat Catapults, Aircraft Canopy Removers; Rocket and Guided Missile Motors, Warheads, and Propulsion Sections; similar items, as shown in the indexes to the FSC.",,"Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Explosive Loaded Devices and Components as shown in the indexes to the FSC."
1377,CARTRIDGE & PROPELLANT DEVICES,10/15/1978,9/30/2011,Cartridge and Propellant Actuated Devices and Components,"Liquid Propellant Fuels and Oxidizers; Solid Propellants, encased in consumable containers for insertion into missile propulsion systems as an integral part; Guided Missile Explosive Devices; Bulk and Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Blasting and Demolition Materials; Rocket Motors, Warheads and Propulsion Sections for Rockets and Guided Missiles.","This class includes safety-in-flight explosive items, consisting of a quantity of propellant (either encased in a cartridge or in molded form) and a means of activation, designed to be inserted into or attached to one or more devices to provide the energy required to operate devices requiring a time delay, or not requiring a time delay, in their operating sequence.  Also included are devices designed to utilize energy generated by the items described above.","Impulse Cartridges; Delay Cartridges; Enginents e Starter Cartridges (explosive filled); Fire Extinguisher Cartridges (used to activate by remote control); Aircraft Ejection Seat Catapults; Rocket Motors (Solid Propellant Units) for Aircraft Ejection Seats; Aircraft Canopy Removers; Thrusters, propellant and cartridge actuated; Initiators; Explosive Bolts and Explosive Bolt Cartridges; Cutters, cartridge or propellant actuated, Reefing Line; Powder actuated Tool Cartridges; Explosive Loaded Devices and Components which are not specifically classified elsewhere."
1377,CARTRIDGE AND PROPELLANT ACTUATED DEVICES AND COMPONENTS,10/1/2011,,Cartridge and Propellant Actuated Devices and Components,"Liquid Propellant Fuels and Oxidizers; Solid Propellants, encased in consumable containers for insertion into missile propulsion systems as an integral part; Guided Missile Explosive Devices; Bulk and Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Blasting and Demolition Materials; Rocket Motors, Warheads and Propulsion Sections for Rockets and Guided Missiles.","This class includes safety-in-flight explosive items, consisting of a quantity of propellant (either encased in a cartridge or in molded form) and a means of activation, designed to be inserted into or attached to one or more devices to provide the energy required to operate devices requiring a time delay, or not requiring a time delay, in their operating sequence.  Also included are devices designed to utilize energy generated by the items described above.","Impulse Cartridges; Delay Cartridges; Enginents e Starter Cartridges (explosive filled); Fire Extinguisher Cartridges (used to activate by remote control); Aircraft Ejection Seat Catapults; Rocket Motors (Solid Propellant Units) for Aircraft Ejection Seats; Aircraft Canopy Removers; Thrusters, propellant and cartridge actuated; Initiators; Explosive Bolts and Explosive Bolt Cartridges; Cutters, cartridge or propellant actuated, Reefing Line; Powder actuated Tool Cartridges; Explosive Loaded Devices and Components which are not specifically classified elsewhere."
1380,MILITARY BIOLOGICAL AGENTS,,9/30/2003,,,,
1385,SURFACE USE EXPLOSIVE ORDNANCE DISPOSAL TOOLS AND EQUIPMENT,10/1/2011,,Surface Use Explosive Ordnance Disposal Tools and Equipment,Nonspecialized or common tools and equipment not developed exclusively for use by qualified EOD personnel; specialized demolition material; explosive loaded shaped charges.,This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD) personnel.,Nonspecialized or common tools and equipment not developed exclusively for use by qualified EOD personnel; specialized demolition material; explosive loaded shaped charges.
1385,SURFACE EXPLOSIVE ORD DISPOSAL TOOL,10/15/1978,9/30/2011,Surface Use Explosive Ordnance Disposal Tools and Equipment,Nonspecialized or common tools and equipment not developed exclusively for use by qualified EOD personnel; specialized demolition material; explosive loaded shaped charges.,This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD) personnel.,Nonspecialized or common tools and equipment not developed exclusively for use by qualified EOD personnel; specialized demolition material; explosive loaded shaped charges.
1386,UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT,10/1/2011,,Underwater Use Explosive Ordnance disposal and Swimmer Weapons Systems Tools and Equipment.,,"This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD) personnel, Underwater Demolition Teams (UDT), and/or Sea-Air-Land (SEAL) personnel.  Excludes Nonspecialized or common tools not developed exclusively for use by qualified EOD, UDT, and/or SEAL personnel; specialized demolition material; explosive loaded shaped charges.",
1386,UNDERWATER EXPLOSIVE ORD DISPOSAL,5/15/1979,9/30/2011,Underwater Use Explosive Ordnance disposal and Swimmer Weapons Systems Tools and Equipment.,,"This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD) personnel, Underwater Demolition Teams (UDT), and/or Sea-Air-Land (SEAL) personnel.  Excludes Nonspecialized or common tools not developed exclusively for use by qualified EOD, UDT, and/or SEAL personnel; specialized demolition material; explosive loaded shaped charges.",
1390,FUZES AND PRIMERS,10/15/1978,,Fuzes and Primers,"Fuzes and Primers for ammunition not classified in classes 1310, 1315, and 1320.","This class includes only fuzes and primers for use in ammunition classified in classes 1310, 1315, and 1320.","Fuzes and Primers for ammunition not classified in classes 1310, 1315, and 1320."
1395,MISCELLANEOUS AMMUNITION,10/15/1978,,Miscellaneous Ammunition,,,"Ammunition Shapes, such as Blanks, Disks, Slugs, Cups, and Rotating Bands (Shell Bands)."
1398,AMMUNITION HANDLING & SERVICING EQ,10/15/1978,9/30/2011,Specialized Ammunition Handling and Servicing Equipment.,Handling and servicing equipment specially designed for use on or with rocket and pyrotechnic launchers; Ammunition maintenance and repair shop specialized equipment; Handling equipment specially designed for aircraft or airfield use.,,Handling and servicing equipment specially designed for use on or with rockets and conventional ammunition.
1398,SPECIALIZED AMMUNITION HANDLING AND SERVICING EQUIPMENT,10/1/2011,,Specialized Ammunition Handling and Servicing Equipment.,Handling and servicing equipment specially designed for use on or with rocket and pyrotechnic launchers; Ammunition maintenance and repair shop specialized equipment; Handling equipment specially designed for aircraft or airfield use.,,Handling and servicing equipment specially designed for use on or with rockets and conventional ammunition.
14,GUIDED MISSLES,10/1/1979,,,,"This group includes missiles (with or without warheads or explosive components) incorporating mechanisms capable of altering normal flight paths.  Radar and infrared assemblies and components designed specifically for use with guided missiles are classified in the appropriate classes of this group.  Excluded from this group are case sections, nose cones, flare sections, center sections, warheads, explosive components, rockets, and auxiliary components of missiles and re-entry vehicles which are designed or constructed for  exclusive use with or for housing of nuclear warheads and/or warhead sections.  Also excluded are space vehicle nose cones and space capsules specifically designed to carry loads peculiar to space research and space travel",
1410,GUIDED MISSILES,10/15/1978,,Guided Missiles,,"This class includes only complete guided missiles,  with or without warheads and explosive components, whether in assembled or unassembled form.  End items, assemblies, parts, attachments, or accessories for use in or on guided missiles are classified in classes other than this class.","Complete Drones, initially designed as missiles, but converted to drone use."
1420,GUIDED MISSILE COMPONENTS,10/15/1978,,Guided Missile Components,Electronic Remote Guidance Equipment used to guide missiles; Solid and Liquid Propellant Units; Components of Gyro Mechanisms.,,"Structural Components; Components and Accessories Specially Designed for use on or with guided missiles, including Complete Gyro Mechanisms, Hydraulic Pumps, Automatic Pilot Mechanisms and Specially Designed Assemblies, and Electronic  Guidance Equipment installed in missiles."
1425,"GUIDED MISSILE SYSTEMS, COMPLETE",10/15/1978,,"Guided Missile Systems, Complete",Guided Missile Subsystems.,"This class includes only complete guided missile systems.  Anything less than a complete system, such as individual end items, assemblies, parts, attachments, or accessories for use in guided missile systems are classified in classes other than this class.",Guided Missile Subsystems.
1427,GUIDED MISSILE SUBSYSTEMS,10/15/1978,,Guided Missile Subsystems,Complete Guided Missile Systems.,"This class includes only combinations or assemblies of two or more end items, each of which is properly classified in other classes of this group, identified as single items of supply. Excluded from this class are individual end items, assemblies, subassemblies, attachments, accessories or parts classified in other classes of this group, not combined as single items of supply.",Complete Guided Missile Systems.
1430,GUIDED MISSILE REMOTE CONTROL SYSTEMS,10/1/2011,,Guided Missile Remote Control Systems,Guided Missile Internal (Built-in) Control Systems; Components used in both guided missiles and other than guided missiles (including fire control components).,"This class includes airborne and nonairborne guided missile remote control systems, components, and accessories, designed specifically for use therewith. Excluded from this class are fire control assemblies, subassemblies, and components modified for use with guided missile remote control systems, and fire control assemblies designed specifically for shipboard use.",Specially Designed Components of Guided Missile Remote Control Systems.
1430,GUIDED MISSILE REMOTE CONT SYSTEMS,10/15/1978,9/30/2011,Guided Missile Remote Control Systems,Guided Missile Internal (Built-in) Control Systems; Components used in both guided missiles and other than guided missiles (including fire control components).,"This class includes airborne and nonairborne guided missile remote control systems, components, and accessories, designed specifically for use therewith. Excluded from this class are fire control assemblies, subassemblies, and components modified for use with guided missile remote control systems, and fire control assemblies designed specifically for shipboard use.",Specially Designed Components of Guided Missile Remote Control Systems.
1440,"LAUNCHERS, GUIDED MISSILE",10/15/1978,,"Launchers, Guided Missile",Aircraft Launchers; Rocket Launchers.,,Airborne and Nonairborne Guided Missile Launchers.
1450,GUIDED MISSILE HANDLING SERVICE EQ,10/15/1978,9/30/2011,Guided Missile Handling and Servicing Equipment,Guided Missile Launchers (FSC 1440); Aircraft Handling and Servicing Equipment (FSC 1730).,,"Specially Designed Trucks and Trailers for use in transporting guided missiles; Specially Designed Slings, Hoists, Jacks, and Blowers; Self-propelled Vehicles and Trailers, Specially Designed for Guided Missile Handling or Servicing; Covers, Guided Missile; Conditioning Kits and Sets, Controlled Environment."
1450,GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT,10/1/2011,,Guided Missile Handling and Servicing Equipment,Guided Missile Launchers (FSC 1440); Aircraft Handling and Servicing Equipment (FSC 1730).,,"Specially Designed Trucks and Trailers for use in transporting guided missiles; Specially Designed Slings, Hoists, Jacks, and Blowers; Self-propelled Vehicles and Trailers, Specially Designed for Guided Missile Handling or Servicing; Covers, Guided Missile; Conditioning Kits and Sets, Controlled Environment."
15,AIRCRAFT/AIRFRAME STRUCTURE COMPTS,10/1/1979,,,,,
1510,"AIRCRAFT, FIXED WING",10/15/1978,,"Aircraft, Fixed Wing",,"This class includes only complete aircraft.  End  items, assemblies, parts, attachments, or accessories for  use in or on fixed wing aircraft are classified in classes  other than this class.",
1520,"AIRCRAFT, ROTARY WING",10/15/1978,,"Aircraft, Rotary Wing",,"This class includes only complete aircraft.  End items, assemblies, parts, attachments, or accessories for use in or on rotary wing aircraft are classified in classes other than this class.",Helicopters.
1540,GLIDERS,5/15/1979,,Gliders,,"This class includes only complete gliders.  End items, assemblies, parts, attachments, or accessories for use in or on gliders are classified in classes other than this class.",Motorized Gliders.
1550,DRONES,10/15/1978,9/30/2011,Drones,Piloted aircraft and guided missiles converted to drone use.,"This class includes only complete drones. End items, assemblies, parts, attachments, or accessories for use in or on drones are classified in classes other than this class.","Drones specifically designed for such uses as targets, training, surveillance, missile evaluation, and photographic  reconnaissance."
1550,UNMANNED AIRCRAFT,10/1/2011,,Drones,Piloted aircraft and guided missiles converted to drone use.,"This class includes only complete drones. End items, assemblies, parts, attachments, or accessories for use in or on drones are classified in classes other than this class.","Drones specifically designed for such uses as targets, training, surveillance, missile evaluation, and photographic  reconnaissance."
1560,AIRFRAME STRUCTURAL COMPONENTS,10/15/1978,,Airframe Structural Components,Fitted Covers; Helicopter Rotor Brake System and Components; Aircraft Loose Equipment and Alternate Mission Configuration Equipment stored on board the Aircraft.,"This class includes fabricated system parts that are permanently attached or peculiar to the integral airframe of an aircraft, such as support structural components, spars, ribs, ailerons, stablizers, bulkheads.","Flight Control Surfaces, internal and external Auxiliary Fuel Tanks; Exhaust Systems, Pylons, Trim Tabs; Aircraft."
